created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2025-12-02T16:05:32+00:00,1009,29.25,56.99,946.67,569.67,,,,
2025-12-02T16:06:32+00:00,1010,29.25,56.90,946.65,569.88,,,,
2025-12-02T16:07:32+00:00,1011,29.26,57.03,946.62,570.10,,,,
2025-12-02T16:08:32+00:00,1012,29.23,57.04,946.62,570.17,,,,
2025-12-02T16:09:32+00:00,1013,29.23,56.97,946.62,570.12,,,,
2025-12-02T16:10:32+00:00,1014,29.25,57.12,946.61,570.19,,,,
2025-12-02T16:11:32+00:00,1015,29.25,57.04,946.60,570.27,,,,
2025-12-02T16:12:32+00:00,1016,29.23,57.18,946.61,570.25,,,,
2025-12-02T16:13:32+00:00,1017,29.25,56.94,946.61,570.25,,,,
2025-12-02T16:14:32+00:00,1018,29.26,56.95,946.59,570.35,,,,
2025-12-02T16:15:32+00:00,1019,29.25,56.98,946.58,570.44,,,,
2025-12-02T16:16:32+00:00,1020,29.25,57.05,946.56,570.62,,,,
2025-12-02T16:17:32+00:00,1021,29.26,57.01,946.56,570.68,,,,
2025-12-02T16:18:32+00:00,1022,29.26,57.02,946.55,570.74,,,,
2025-12-02T16:19:32+00:00,1023,29.26,57.05,946.52,570.96,,,,
2025-12-02T16:20:32+00:00,1024,29.27,56.98,946.51,571.06,,,,
2025-12-02T16:21:32+00:00,1025,29.27,56.98,946.50,571.16,,,,
2025-12-02T16:22:32+00:00,1026,29.28,56.64,946.51,571.07,,,,
2025-12-02T16:23:32+00:00,1027,29.28,56.59,946.51,571.07,,,,
2025-12-02T16:24:32+00:00,1028,29.26,56.62,946.49,571.25,,,,
2025-12-02T16:25:33+00:00,1029,29.28,56.67,946.51,571.10,,,,
2025-12-02T16:26:33+00:00,1030,29.30,56.59,946.49,571.23,,,,
2025-12-02T16:27:33+00:00,1031,29.30,56.59,946.47,571.47,,,,
2025-12-02T16:28:33+00:00,1032,29.32,56.53,946.45,571.61,,,,
2025-12-02T16:29:33+00:00,1033,29.34,56.31,946.43,571.82,,,,
2025-12-02T16:30:33+00:00,1034,29.34,56.00,946.42,571.92,,,,
2025-12-02T16:31:33+00:00,1035,29.31,56.17,946.39,572.10,,,,
2025-12-02T16:32:33+00:00,1036,29.32,56.21,946.40,572.03,,,,
2025-12-02T16:33:33+00:00,1037,29.31,56.36,946.41,572.00,,,,
2025-12-02T16:34:33+00:00,1038,29.31,56.44,946.41,572.01,,,,
2025-12-02T16:35:33+00:00,1039,29.33,56.37,946.41,571.98,,,,
2025-12-02T16:36:35+00:00,1040,29.30,56.30,946.40,572.07,,,,
2025-12-02T16:37:36+00:00,1041,29.31,56.29,946.39,572.12,,,,
2025-12-02T16:38:33+00:00,1042,29.32,56.37,946.39,572.17,,,,
2025-12-02T16:39:33+00:00,1043,29.34,56.42,946.38,572.21,,,,
2025-12-02T16:40:33+00:00,1044,29.36,56.45,946.35,572.50,,,,
2025-12-02T16:41:33+00:00,1045,29.40,56.89,946.33,572.64,,,,
2025-12-02T16:42:33+00:00,1046,29.43,56.68,946.33,572.67,,,,
2025-12-02T16:43:35+00:00,1047,29.46,56.71,946.33,572.66,,,,
2025-12-02T16:44:33+00:00,1048,29.46,56.54,946.32,572.80,,,,
2025-12-02T16:45:33+00:00,1049,29.49,56.48,946.33,572.70,,,,
2025-12-02T16:46:33+00:00,1050,29.49,56.65,946.33,572.65,,,,
2025-12-02T16:47:33+00:00,1051,29.50,56.77,946.35,572.54,,,,
2025-12-02T16:48:33+00:00,1052,29.50,57.11,946.35,572.47,,,,
2025-12-02T16:49:33+00:00,1053,29.49,56.88,946.38,572.24,,,,
2025-12-02T16:50:33+00:00,1054,29.49,57.08,946.37,572.36,,,,
2025-12-02T16:51:33+00:00,1055,29.48,57.02,946.37,572.33,,,,
2025-12-02T16:52:33+00:00,1056,29.49,57.32,946.37,572.28,,,,
2025-12-02T16:53:33+00:00,1057,29.50,57.31,946.38,572.25,,,,
2025-12-02T16:54:33+00:00,1058,29.51,57.30,946.36,572.39,,,,
2025-12-02T16:55:33+00:00,1059,29.53,57.52,946.36,572.42,,,,
2025-12-02T16:56:34+00:00,1060,29.55,57.51,946.36,572.39,,,,
2025-12-02T16:57:33+00:00,1061,29.56,57.75,946.35,572.50,,,,
2025-12-02T16:58:34+00:00,1062,29.52,57.75,946.34,572.54,,,,
2025-12-02T16:59:34+00:00,1063,29.50,57.69,946.37,572.34,,,,
2025-12-02T17:00:34+00:00,1064,29.49,57.90,946.36,572.41,,,,
2025-12-02T17:01:34+00:00,1065,29.48,57.70,946.36,572.37,,,,
2025-12-02T17:02:34+00:00,1066,29.48,57.52,946.37,572.29,,,,
2025-12-02T17:03:34+00:00,1067,29.48,57.65,946.37,572.36,,,,
2025-12-02T17:04:34+00:00,1068,29.46,57.41,946.37,572.32,,,,
2025-12-02T17:05:34+00:00,1069,29.47,57.54,946.39,572.18,,,,
2025-12-02T17:06:34+00:00,1070,29.47,57.52,946.35,572.47,,,,
2025-12-02T17:07:34+00:00,1071,29.49,57.48,946.34,572.55,,,,
2025-12-02T17:08:34+00:00,1072,29.51,57.54,946.37,572.35,,,,
2025-12-02T17:09:34+00:00,1073,29.47,57.55,946.37,572.35,,,,
2025-12-02T17:10:34+00:00,1074,29.46,57.61,946.37,572.31,,,,
2025-12-02T17:11:34+00:00,1075,29.46,57.81,946.36,572.38,,,,
2025-12-02T17:12:34+00:00,1076,29.45,58.50,946.40,572.06,,,,
2025-12-02T17:13:37+00:00,1077,29.45,57.80,946.40,572.05,,,,
2025-12-02T17:14:34+00:00,1078,29.43,57.78,946.39,572.13,,,,
2025-12-02T17:15:34+00:00,1079,29.44,57.77,946.38,572.27,,,,
2025-12-02T17:16:34+00:00,1080,29.41,57.82,946.36,572.44,,,,
2025-12-02T17:17:34+00:00,1081,29.41,57.76,946.38,572.24,,,,
2025-12-02T17:18:34+00:00,1082,29.39,57.34,946.39,572.14,,,,
2025-12-02T17:19:37+00:00,1083,29.40,57.22,946.35,572.49,,,,
2025-12-02T17:20:35+00:00,1084,29.42,57.22,946.38,572.24,,,,
2025-12-02T17:21:35+00:00,1085,29.42,57.18,946.39,572.12,,,,
2025-12-02T17:22:35+00:00,1086,29.43,57.05,946.42,571.89,,,,
2025-12-02T17:23:35+00:00,1087,29.43,57.05,946.44,571.70,,,,
2025-12-02T17:24:35+00:00,1088,29.42,57.01,946.49,571.27,,,,
2025-12-02T17:25:35+00:00,1089,29.41,57.02,946.51,571.05,,,,
2025-12-02T17:26:35+00:00,1090,29.42,57.00,946.53,570.92,,,,
2025-12-02T17:27:35+00:00,1091,29.41,57.16,946.57,570.59,,,,
2025-12-02T17:28:35+00:00,1092,29.39,57.13,946.60,570.26,,,,
2025-12-02T17:29:35+00:00,1093,29.39,57.14,946.65,569.90,,,,
2025-12-02T17:30:35+00:00,1094,29.39,57.18,946.66,569.77,,,,
2025-12-02T17:31:35+00:00,1095,29.40,57.17,946.67,569.69,,,,
2025-12-02T17:32:35+00:00,1096,29.40,57.48,946.71,569.30,,,,
2025-12-02T17:33:35+00:00,1097,29.43,57.41,946.74,569.06,,,,
2025-12-02T17:34:37+00:00,1098,29.43,57.47,946.78,568.75,,,,
2025-12-02T17:35:35+00:00,1099,29.42,57.39,946.80,568.51,,,,
2025-12-02T17:36:35+00:00,1100,29.42,57.39,946.77,568.84,,,,
2025-12-02T17:37:38+00:00,1101,29.40,57.46,946.76,568.92,,,,
2025-12-02T17:38:35+00:00,1102,29.39,57.87,946.68,569.63,,,,
2025-12-02T17:39:36+00:00,1103,29.39,57.91,946.62,570.13,,,,
2025-12-02T17:40:35+00:00,1104,29.37,57.82,946.49,571.25,,,,
2025-12-02T17:41:38+00:00,1105,29.32,57.89,946.44,571.67,,,,
2025-12-02T17:42:36+00:00,1106,29.30,57.88,946.43,571.84,,,,
2025-12-02T17:43:36+00:00,1107,29.30,57.84,946.38,572.26,,,,
2025-12-02T17:44:36+00:00,1108,29.31,58.06,946.45,571.62,,,,
2025-12-02T17:45:36+00:00,1109,29.29,58.01,946.47,571.41,,,,
2025-12-02T17:46:36+00:00,1110,29.30,57.99,946.49,571.30,,,,
2025-12-02T17:47:41+00:00,1111,29.28,58.01,946.47,571.44,,,,
2025-12-02T17:48:40+00:00,1112,29.30,57.90,946.48,571.36,,,,
2025-12-02T17:49:36+00:00,1113,29.27,58.04,946.46,571.52,,,,
2025-12-02T17:50:36+00:00,1114,29.28,57.94,946.51,571.07,,,,
2025-12-02T17:51:36+00:00,1115,29.26,57.94,946.51,571.05,,,,
2025-12-02T17:52:36+00:00,1116,29.26,58.10,946.50,571.17,,,,
2025-12-02T17:53:36+00:00,1117,29.24,58.06,946.51,571.10,,,,
2025-12-02T17:54:36+00:00,1118,29.23,58.10,946.49,571.28,,,,
2025-12-02T17:55:38+00:00,1119,29.24,58.59,946.50,571.16,,,,
2025-12-02T17:56:39+00:00,1120,29.25,58.20,946.49,571.26,,,,
2025-12-02T17:57:38+00:00,1121,29.24,58.09,946.49,571.27,,,,
2025-12-02T17:58:36+00:00,1122,29.24,58.22,946.51,571.06,,,,
2025-12-02T17:59:36+00:00,1123,29.24,58.15,946.55,570.75,,,,
2025-12-02T18:00:36+00:00,1124,29.26,58.53,946.53,570.94,,,,
2025-12-02T18:01:36+00:00,1125,29.14,58.72,946.51,571.11,,,,
2025-12-02T18:02:36+00:00,1126,28.92,59.29,946.46,571.57,,,,
2025-12-02T18:03:39+00:00,1127,28.80,60.39,946.42,571.84,,,,
2025-12-02T18:04:36+00:00,1128,28.78,60.17,946.41,571.96,,,,
2025-12-02T18:05:39+00:00,1129,28.83,60.05,946.40,572.09,,,,
2025-12-02T18:06:36+00:00,1130,28.87,59.90,946.41,571.98,,,,
2025-12-02T18:07:36+00:00,1131,28.91,59.82,946.36,572.37,,,,
2025-12-02T18:08:36+00:00,1132,28.92,59.72,946.36,572.41,,,,
2025-12-02T18:09:37+00:00,1133,28.97,59.69,946.37,572.33,,,,
2025-12-02T18:10:37+00:00,1134,28.99,59.56,946.37,572.36,,,,
2025-12-02T18:11:37+00:00,1135,28.98,59.60,946.37,572.36,,,,
2025-12-02T18:12:37+00:00,1136,28.99,59.61,946.34,572.61,,,,
2025-12-02T18:13:37+00:00,1137,29.02,59.59,946.33,572.66,,,,
2025-12-02T18:14:37+00:00,1138,29.03,59.57,946.35,572.48,,,,
2025-12-02T18:15:37+00:00,1139,28.99,59.42,946.37,572.33,,,,
2025-12-02T18:16:37+00:00,1140,28.97,59.35,946.40,572.08,,,,
2025-12-02T18:17:37+00:00,1141,29.00,59.48,946.41,571.98,,,,
2025-12-02T18:18:37+00:00,1142,29.05,59.53,946.44,571.70,,,,
2025-12-02T18:19:37+00:00,1143,29.10,59.43,946.49,571.28,,,,
2025-12-02T18:20:37+00:00,1144,29.11,59.40,946.51,571.08,,,,
2025-12-02T18:21:37+00:00,1145,29.15,59.29,946.51,571.07,,,,
2025-12-02T18:22:37+00:00,1146,29.18,59.04,946.52,571.04,,,,
2025-12-02T18:23:40+00:00,1147,29.21,58.95,946.50,571.17,,,,
2025-12-02T18:24:37+00:00,1148,29.20,59.00,946.50,571.22,,,,
2025-12-02T18:25:40+00:00,1149,29.23,58.98,946.50,571.20,,,,
2025-12-02T18:26:37+00:00,1150,29.25,58.92,946.49,571.25,,,,
2025-12-02T18:27:37+00:00,1151,29.25,58.82,946.46,571.52,,,,
2025-12-02T18:28:40+00:00,1152,29.25,58.89,946.43,571.77,,,,
2025-12-02T18:29:37+00:00,1153,29.25,58.73,946.41,571.98,,,,
2025-12-02T18:30:37+00:00,1154,29.24,58.75,946.38,572.25,,,,
2025-12-02T18:31:37+00:00,1155,29.23,58.65,946.37,572.34,,,,
2025-12-02T18:32:37+00:00,1156,29.25,58.76,946.40,572.10,,,,
2025-12-02T18:33:37+00:00,1157,29.27,58.69,946.44,571.73,,,,
2025-12-02T18:34:38+00:00,1158,29.32,59.05,946.48,571.33,,,,
2025-12-02T18:35:38+00:00,1159,29.36,58.77,946.55,570.73,,,,
2025-12-02T18:36:38+00:00,1160,29.36,59.01,946.62,570.17,,,,
2025-12-02T18:37:38+00:00,1161,29.39,59.27,946.71,569.34,,,,
2025-12-02T18:38:38+00:00,1162,29.44,59.37,946.76,568.89,,,,
2025-12-02T18:39:38+00:00,1163,29.39,59.47,946.82,568.38,,,,
2025-12-02T18:40:38+00:00,1164,29.35,59.39,946.85,568.11,,,,
2025-12-02T18:41:38+00:00,1165,29.36,59.33,946.84,568.22,,,,
2025-12-02T18:42:40+00:00,1166,29.36,59.55,946.84,568.19,,,,
2025-12-02T18:43:38+00:00,1167,29.42,59.71,946.82,568.35,,,,
2025-12-02T18:44:38+00:00,1168,29.44,59.72,946.80,568.52,,,,
2025-12-02T18:45:38+00:00,1169,29.48,59.48,946.79,568.63,,,,
2025-12-02T18:46:38+00:00,1170,29.52,59.80,946.77,568.80,,,,
2025-12-02T18:47:38+00:00,1171,29.51,59.73,946.77,568.84,,,,
2025-12-02T18:48:38+00:00,1172,29.54,60.12,946.76,568.88,,,,
2025-12-02T18:49:38+00:00,1173,29.57,60.17,946.73,569.17,,,,
2025-12-02T18:50:38+00:00,1174,29.58,59.76,946.70,569.38,,,,
2025-12-02T18:51:38+00:00,1175,29.63,59.59,946.69,569.51,,,,
2025-12-02T18:52:38+00:00,1176,29.68,59.51,946.70,569.40,,,,
2025-12-02T18:53:41+00:00,1177,29.70,59.36,946.71,569.32,,,,
2025-12-02T18:54:38+00:00,1178,29.71,59.04,946.74,569.03,,,,
2025-12-02T18:55:38+00:00,1179,29.75,58.50,946.79,568.63,,,,
2025-12-02T18:56:38+00:00,1180,29.75,58.71,946.80,568.51,,,,
2025-12-02T18:57:38+00:00,1181,29.71,58.47,946.80,568.52,,,,
2025-12-02T18:58:39+00:00,1182,29.70,58.55,946.78,568.74,,,,
2025-12-02T18:59:39+00:00,1183,29.69,58.45,946.77,568.83,,,,
2025-12-02T19:00:39+00:00,1184,29.66,58.80,946.76,568.91,,,,
2025-12-02T19:01:39+00:00,1185,29.65,58.84,946.74,569.03,,,,
2025-12-02T19:02:42+00:00,1186,29.64,58.70,946.74,569.06,,,,
2025-12-02T19:03:39+00:00,1187,29.64,58.56,946.72,569.23,,,,
2025-12-02T19:04:39+00:00,1188,29.60,58.75,946.70,569.43,,,,
2025-12-02T19:05:39+00:00,1189,29.60,58.51,946.67,569.72,,,,
2025-12-02T19:06:39+00:00,1190,29.58,58.27,946.62,570.10,,,,
2025-12-02T19:07:39+00:00,1191,29.58,58.09,946.61,570.20,,,,
2025-12-02T19:08:39+00:00,1192,29.57,57.97,946.60,570.26,,,,
2025-12-02T19:09:39+00:00,1193,29.56,57.89,946.56,570.65,,,,
2025-12-02T19:10:39+00:00,1194,29.54,57.70,946.52,571.01,,,,
2025-12-02T19:11:39+00:00,1195,29.53,57.79,946.48,571.31,,,,
2025-12-02T19:12:39+00:00,1196,29.52,57.77,946.44,571.71,,,,
2025-12-02T19:13:39+00:00,1197,29.53,57.73,946.40,572.06,,,,
2025-12-02T19:14:39+00:00,1198,29.54,57.62,946.38,572.22,,,,
2025-12-02T19:15:39+00:00,1199,29.54,57.58,946.38,572.23,,,,
2025-12-02T19:16:39+00:00,1200,29.55,57.52,946.39,572.17,,,,
2025-12-02T19:17:39+00:00,1201,29.55,57.52,946.40,572.03,,,,
2025-12-02T19:18:39+00:00,1202,29.52,57.21,946.42,571.89,,,,
2025-12-02T19:19:39+00:00,1203,29.52,56.92,946.43,571.80,,,,
2025-12-02T19:20:39+00:00,1204,29.50,56.79,946.44,571.73,,,,
2025-12-02T19:21:49+00:00,1205,29.53,56.62,946.45,571.62,,,,
2025-12-02T19:22:39+00:00,1206,29.56,56.63,946.45,571.65,,,,
2025-12-02T19:23:40+00:00,1207,29.58,56.39,946.45,571.58,,,,
2025-12-02T19:24:40+00:00,1208,29.60,56.57,946.45,571.61,,,,
2025-12-02T19:25:40+00:00,1209,29.65,56.43,946.46,571.52,,,,
2025-12-02T19:26:40+00:00,1210,29.67,56.64,946.47,571.46,,,,
2025-12-02T19:27:42+00:00,1211,29.68,56.44,946.47,571.49,,,,
2025-12-02T19:28:41+00:00,1212,29.69,56.64,946.44,571.70,,,,
2025-12-02T19:29:40+00:00,1213,29.70,56.56,946.43,571.79,,,,
2025-12-02T19:30:40+00:00,1214,29.74,56.43,946.42,571.91,,,,
2025-12-02T19:31:42+00:00,1215,29.76,56.27,946.42,571.90,,,,
2025-12-02T19:32:40+00:00,1216,29.79,56.06,946.42,571.84,,,,
2025-12-02T19:33:40+00:00,1217,29.81,55.95,946.45,571.63,,,,
2025-12-02T19:34:43+00:00,1218,29.82,55.88,946.46,571.54,,,,
2025-12-02T19:35:49+00:00,1219,29.83,55.81,946.49,571.29,,,,
2025-12-02T19:36:40+00:00,1220,29.84,56.20,946.51,571.09,,,,
2025-12-02T19:37:40+00:00,1221,29.84,56.20,946.51,571.10,,,,
2025-12-02T19:38:40+00:00,1222,29.90,56.04,946.52,571.00,,,,
2025-12-02T19:39:42+00:00,1223,29.96,55.93,946.50,571.15,,,,
2025-12-02T19:40:42+00:00,1224,30.01,55.75,946.52,571.01,,,,
2025-12-02T19:41:40+00:00,1225,30.00,55.60,946.51,571.07,,,,
2025-12-02T19:42:40+00:00,1226,30.03,55.38,946.54,570.83,,,,
2025-12-02T19:43:41+00:00,1227,30.10,55.20,946.51,571.13,,,,
2025-12-02T19:44:41+00:00,1228,30.19,55.07,946.46,571.51,,,,
2025-12-02T19:45:41+00:00,1229,30.19,54.87,946.45,571.63,,,,
2025-12-02T19:46:41+00:00,1230,30.20,54.90,946.43,571.78,,,,
2025-12-02T19:47:44+00:00,1231,30.07,55.50,946.43,571.80,,,,
2025-12-02T19:48:41+00:00,1232,29.98,55.60,946.43,571.78,,,,
2025-12-02T19:49:41+00:00,1233,29.93,55.74,946.43,571.76,,,,
2025-12-02T19:50:41+00:00,1234,29.97,55.57,946.45,571.61,,,,
2025-12-02T19:51:41+00:00,1235,30.02,55.52,946.46,571.51,,,,
2025-12-02T19:52:41+00:00,1236,29.98,55.59,946.45,571.63,,,,
2025-12-02T19:53:41+00:00,1237,29.93,55.55,946.46,571.50,,,,
2025-12-02T19:54:41+00:00,1238,29.89,55.79,946.46,571.50,,,,
2025-12-02T19:55:41+00:00,1239,29.84,55.97,946.47,571.45,,,,
2025-12-02T19:56:41+00:00,1240,29.78,56.70,946.48,571.39,,,,
2025-12-02T19:57:44+00:00,1241,29.73,57.43,946.49,571.25,,,,
2025-12-02T19:58:41+00:00,1242,29.66,58.09,946.50,571.14,,,,
2025-12-02T19:59:41+00:00,1243,29.61,57.80,946.52,571.04,,,,
2025-12-02T20:00:41+00:00,1244,29.59,57.71,946.55,570.73,,,,
2025-12-02T20:01:44+00:00,1245,29.59,57.67,946.58,570.52,,,,
2025-12-02T20:02:44+00:00,1246,29.64,57.55,946.60,570.27,,,,
2025-12-02T20:03:41+00:00,1247,29.61,57.55,946.66,569.81,,,,
2025-12-02T20:04:42+00:00,1248,29.58,57.64,946.70,569.39,,,,
2025-12-02T20:05:44+00:00,1249,29.58,57.52,946.73,569.18,,,,
2025-12-02T20:06:42+00:00,1250,29.64,57.38,946.71,569.33,,,,
2025-12-02T20:07:42+00:00,1251,29.64,57.17,946.71,569.32,,,,
2025-12-02T20:08:44+00:00,1252,29.66,57.10,946.70,569.40,,,,
2025-12-02T20:09:42+00:00,1253,29.64,57.04,946.70,569.46,,,,
2025-12-02T20:10:42+00:00,1254,29.64,57.10,946.70,569.38,,,,
2025-12-02T20:11:42+00:00,1255,29.65,57.15,946.75,568.95,,,,
2025-12-02T20:12:44+00:00,1256,29.66,57.31,946.76,568.89,,,,
2025-12-02T20:13:42+00:00,1257,29.66,57.27,946.72,569.23,,,,
2025-12-02T20:14:42+00:00,1258,29.69,57.06,946.72,569.28,,,,
2025-12-02T20:15:42+00:00,1259,29.63,56.93,946.67,569.72,,,,
2025-12-02T20:16:42+00:00,1260,29.63,57.09,946.63,570.02,,,,
2025-12-02T20:17:42+00:00,1261,29.58,57.06,946.61,570.17,,,,
2025-12-02T20:18:42+00:00,1262,29.56,57.21,946.59,570.41,,,,
2025-12-02T20:19:44+00:00,1263,29.50,57.34,946.57,570.56,,,,
2025-12-02T20:20:42+00:00,1264,29.47,57.57,946.54,570.83,,,,
2025-12-02T20:21:42+00:00,1265,29.46,57.58,946.53,570.90,,,,
2025-12-02T20:22:45+00:00,1266,29.43,57.60,946.48,571.33,,,,
2025-12-02T20:23:42+00:00,1267,29.45,57.62,946.42,571.89,,,,
2025-12-02T20:24:42+00:00,1268,29.42,57.75,946.39,572.14,,,,
2025-12-02T20:25:42+00:00,1269,29.47,57.68,946.40,572.10,,,,
2025-12-02T20:26:45+00:00,1270,29.44,57.65,946.39,572.14,,,,
2025-12-02T20:27:45+00:00,1271,29.45,57.73,946.40,572.04,,,,
2025-12-02T20:28:43+00:00,1272,29.41,57.70,946.42,571.89,,,,
2025-12-02T20:29:43+00:00,1273,29.38,57.63,946.40,572.05,,,,
2025-12-02T20:30:43+00:00,1274,29.38,57.52,946.42,571.84,,,,
2025-12-02T20:31:43+00:00,1275,29.35,57.60,946.41,571.97,,,,
2025-12-02T20:32:43+00:00,1276,29.32,57.34,946.40,572.08,,,,
2025-12-02T20:33:43+00:00,1277,29.28,57.05,946.39,572.11,,,,
2025-12-02T20:34:45+00:00,1278,29.25,57.62,946.42,571.86,,,,
2025-12-02T20:35:43+00:00,1279,29.24,57.72,946.44,571.70,,,,
2025-12-02T20:36:43+00:00,1280,29.20,57.89,946.46,571.50,,,,
2025-12-02T20:37:43+00:00,1281,29.21,57.85,946.50,571.20,,,,
2025-12-02T20:38:43+00:00,1282,29.21,58.03,946.54,570.84,,,,
2025-12-02T20:39:43+00:00,1283,29.20,58.05,946.56,570.67,,,,
2025-12-02T20:40:43+00:00,1284,29.26,58.27,946.59,570.39,,,,
2025-12-02T20:41:43+00:00,1285,29.27,58.20,946.62,570.14,,,,
2025-12-02T20:42:45+00:00,1286,29.27,58.41,946.61,570.17,,,,
2025-12-02T20:43:43+00:00,1287,29.22,58.78,946.58,570.51,,,,
2025-12-02T20:44:45+00:00,1288,29.23,58.83,946.55,570.75,,,,
2025-12-02T20:45:43+00:00,1289,29.23,58.96,946.52,570.97,,,,
2025-12-02T20:46:43+00:00,1290,29.24,58.85,946.50,571.22,,,,
2025-12-02T20:47:43+00:00,1291,29.25,58.77,946.49,571.24,,,,
2025-12-02T20:48:43+00:00,1292,29.23,58.78,946.51,571.07,,,,
2025-12-02T20:49:43+00:00,1293,29.21,59.10,946.52,571.02,,,,
2025-12-02T20:50:48+00:00,1294,29.21,59.11,946.54,570.83,,,,
2025-12-02T20:51:43+00:00,1295,29.24,58.81,946.59,570.41,,,,
2025-12-02T20:52:43+00:00,1296,29.22,58.87,946.59,570.41,,,,
2025-12-02T20:53:43+00:00,1297,29.20,58.87,946.60,570.34,,,,
2025-12-02T20:54:43+00:00,1298,29.16,58.88,946.59,570.36,,,,
2025-12-02T20:55:43+00:00,1299,29.12,58.89,946.58,570.45,,,,
2025-12-02T20:56:44+00:00,1300,29.12,58.88,946.54,570.79,,,,
2025-12-02T20:57:44+00:00,1301,29.08,58.90,946.52,570.97,,,,
2025-12-02T20:58:46+00:00,1302,29.06,58.77,946.47,571.43,,,,
2025-12-02T20:59:47+00:00,1303,29.06,58.85,946.47,571.41,,,,
2025-12-02T21:00:44+00:00,1304,29.07,58.88,946.48,571.37,,,,
2025-12-02T21:01:44+00:00,1305,29.09,58.89,946.50,571.22,,,,
2025-12-02T21:02:44+00:00,1306,29.11,58.86,946.52,571.00,,,,
2025-12-02T21:03:44+00:00,1307,29.13,58.91,946.53,570.87,,,,
2025-12-02T21:04:44+00:00,1308,29.13,58.96,946.53,570.88,,,,
2025-12-02T21:05:44+00:00,1309,29.17,58.90,946.49,571.24,,,,
2025-12-02T21:06:44+00:00,1310,29.18,58.96,946.46,571.52,,,,
2025-12-02T21:07:44+00:00,1311,29.18,58.93,946.44,571.71,,,,
2025-12-02T21:08:46+00:00,1312,29.18,58.93,946.40,572.03,,,,
2025-12-02T21:09:47+00:00,1313,29.17,58.95,946.39,572.17,,,,
2025-12-02T21:10:44+00:00,1314,29.17,58.92,946.39,572.16,,,,
2025-12-02T21:11:44+00:00,1315,29.18,58.93,946.39,572.14,,,,
2025-12-02T21:12:44+00:00,1316,29.18,58.89,946.41,571.95,,,,
2025-12-02T21:13:44+00:00,1317,29.18,58.92,946.45,571.65,,,,
2025-12-02T21:14:44+00:00,1318,29.21,58.84,946.49,571.28,,,,
2025-12-02T21:15:44+00:00,1319,29.22,58.90,946.51,571.08,,,,
2025-12-02T21:16:44+00:00,1320,29.24,58.94,946.51,571.12,,,,
2025-12-02T21:17:44+00:00,1321,29.25,58.94,946.53,570.95,,,,
2025-12-02T21:18:44+00:00,1322,29.23,58.93,946.51,571.10,,,,
2025-12-02T21:19:44+00:00,1323,29.25,59.10,946.50,571.14,,,,
2025-12-02T21:20:44+00:00,1324,29.26,59.14,946.48,571.31,,,,
2025-12-02T21:21:45+00:00,1325,29.26,59.19,946.47,571.45,,,,
2025-12-02T21:22:45+00:00,1326,29.25,59.24,946.45,571.61,,,,
2025-12-02T21:23:45+00:00,1327,29.25,59.46,946.43,571.81,,,,
2025-12-02T21:24:45+00:00,1328,29.25,59.30,946.42,571.92,,,,
2025-12-02T21:25:45+00:00,1329,29.27,59.42,946.39,572.11,,,,
2025-12-02T21:26:45+00:00,1330,29.28,59.37,946.37,572.30,,,,
2025-12-02T21:27:50+00:00,1331,29.28,59.43,946.35,572.54,,,,
2025-12-02T21:28:45+00:00,1332,29.27,59.40,946.32,572.77,,,,
2025-12-02T21:29:45+00:00,1333,29.28,59.53,946.32,572.72,,,,
2025-12-02T21:30:45+00:00,1334,29.27,59.61,946.36,572.43,,,,
2025-12-02T21:31:45+00:00,1335,29.28,59.54,946.40,572.04,,,,
2025-12-02T21:32:45+00:00,1336,29.30,59.20,946.44,571.74,,,,
2025-12-02T21:33:45+00:00,1337,29.29,59.73,946.49,571.28,,,,
2025-12-02T21:34:45+00:00,1338,29.30,59.75,946.52,570.99,,,,
2025-12-02T21:35:45+00:00,1339,29.27,59.79,946.56,570.67,,,,
